siruta,primar,jud_code,jud_name,jud_lbl,uat_name,uat_lbl,id_partid,partid,abv_partid,id_partid_principal,nume_partid_principal,abv_partid_principal,colsen,coldep
179800,ZAMFIR MARIAN                                     ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Maia,MAIA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
179999,DUMITRU VICTOR-ALEXANDRU                          ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Moldoveni,MOLDOVENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
100754,MARIN I. GHEORGHE                                 ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Adâncata,ADÂNCATA,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
46867,STOICA NECULAI                                    ,BZ,JUDEȚUL BUZĂU,BUZĂU,Glodeanu Sărat,GLODEANU SĂRAT,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,5
44863,CROITORU CONSTANTIN                               ,BZ,JUDEȚUL BUZĂU,BUZĂU,Amaru,AMARU,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,5
45496,NISTOR ȘTEFAN                                     ,BZ,JUDEȚUL BUZĂU,BUZĂU,Brădeanu,BRĂDEANU,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,4
46803,SAVA STROE                                        ,BZ,JUDEȚUL BUZĂU,BUZĂU,Gherăseni,GHERĂSENI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,4
46910,POPESCU GABRIEL                                   ,BZ,JUDEȚUL BUZĂU,BUZĂU,Glodeanu-Siliștea,GLODEANU-SILIȘTEA,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,5
47159,NECULAI STĂNEL                                    ,BZ,JUDEȚUL BUZĂU,BUZĂU,Largu,LARGU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,4
47300,FRĂȚILĂ MIRCEA                                    ,BZ,JUDEȚUL BUZĂU,BUZĂU,Luciu,LUCIU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,4
47774,GHINEA FRUSINA                                    ,BZ,JUDEȚUL BUZĂU,BUZĂU,Movila Banului,MOVILA BANULUI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,4
48138,BAȘTUREA COSTICĂ                                  ,BZ,JUDEȚUL BUZĂU,BUZĂU,Padina,PADINA,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,5
48744,DUMITRAȘCU FLORIN                                 ,BZ,JUDEȚUL BUZĂU,BUZĂU,Oraș Pogoanele,POGOANELE,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,2,5
49153,VIȘOIU VALERIU                                    ,BZ,JUDEȚUL BUZĂU,BUZĂU,Săhăteni,SĂHĂTENI,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,2,5
49545,ANDREI ION                                        ,BZ,JUDEȚUL BUZĂU,BUZĂU,Smeeni,SMEENI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,4
49439,CHIRCU SANDU                                      ,BZ,JUDEȚUL BUZĂU,BUZĂU,Scutelnici,SCUTELNICI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,5
92872,UȘURELU IONEL                                     ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Andrășești,ANDRĂȘEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,3
92907,MIHU CORNEL                                       ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Balaciu,BALACIU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
93101,STROE GHEORGHE                                    ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Ciochina,CIOCHINA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
94107,STAN FLORIN                                       ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Munteni-Buzău,MUNTENI-BUZĂU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
100852,CĂRBUNE M. ION                                    ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Alexeni,ALEXENI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,3
94269,BEGAN GH. NICULAE                                 ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Reviga,REVIGA,78,ALIANȚA PENTRU IALOMIȚA,AP IL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
102703,TURIGA VALENTIN                                   ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Dridu,DRIDU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
94330,FRIȚU IONEL                                       ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Sălcioara,SĂLCIOARA,78,ALIANȚA PENTRU IALOMIȚA,AP IL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
100870,CARPEN MARIUS                                     ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Armășești,ARMĂȘEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
101298,CISMARU NICULAE                                   ,IF,JUDEȚUL ILFOV,ILFOV,Brănești,BRĂNEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,2
94456,GOMES IULIANA LIVIA                               ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Sfântu Gheorghe,SFÂNTU GHEORGHE,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,2,3
100923,GRIGORE TUDOR                                     ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Axintele,AXINTELE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
101056,POPA DANIEL                                       ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Bărcănești,BĂRCĂNEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
101083,GURLUI MIHAI                                      ,CL,JUDEȚUL CĂLĂRAȘI,CĂLĂRAȘI,Belciugatele,BELCIUGATELE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
101243,MICU CONSTANTIN                                   ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Rădulești,RĂDULEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
102749,IUSEIN IUKSEL                                     ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Oraș Fierbinți-Târg,FIERBINȚI-TÂRG,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
102240,RADU A. ION                                       ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Coșereni,COȘERENI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
103443,TOMA MIHAIL                                       ,IF,JUDEȚUL ILFOV,ILFOV,Grădiștea,GRĂDIȘTEA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
103960,STOENE NICOLAE                                    ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Jilavele,JILAVELE,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
102641,MITREA ION                                        ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Drăgoești,DRĂGOEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
103862,GHIȚĂ MIHAI                                       ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Ion Roată,ION ROATĂ,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
103032,DOROBANȚU DOREL                                   ,CL,JUDEȚUL CĂLĂRAȘI,CĂLĂRAȘI,Oraș Fundulea,FUNDULEA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
103130,MARIN TUDOR                                       ,IF,JUDEȚUL ILFOV,ILFOV,Găneasa,GĂNEASA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1
103283,POPA GRIGORE                                      ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Gârbovi,GÂRBOVI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,3
103764,ALEXANDRU  CORNELIU                               ,CL,JUDEȚUL CĂLĂRAȘI,CĂLĂRAȘI,Ileana,ILEANA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,3
104341,GIUREA CONSTANTIN                                 ,CL,JUDEȚUL CĂLĂRAȘI,CĂLĂRAȘI,Nicolae Bălcescu,NICOLAE BĂLCESCU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,3
104421,VASILE GEORGEL                                    ,IF,JUDEȚUL ILFOV,ILFOV,Nuci,NUCI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1
105794,BOBEȘ MIHAIL                                      ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Valea Măcrișului,VALEA MĂCRIȘULUI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,3
105026,ANDREI CONSTANTIN                                 ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Sinești,SINEȘTI,78,ALIANȚA PENTRU IALOMIȚA,AP IL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
133278,MATEIU  DUMITRU                                   ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Fântânele,FÂNTÂNELE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
131407,PROȘCAN EMIL                                      ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Oraș Mizil,MIZIL,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
132164,DRAGU ION                                         ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Baba Ana,BABA ANA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,8
132379,ENESCU  NICULAE-EMIL                              ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Boldești-Grădiștea,BOLDEȘTI-GRĂDIȘTEA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,8
132510,PANĂ  GHEORGHE                                    ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Ceptura,CEPTURA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,8
132681,MARIN  VOICU                                      ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Ciorani,CIORANI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
132752,PAPAINOG  GABRIEL                                 ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Colceag,COLCEAG,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,8
133394,BADEA  CONSTANTIN                                 ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Fulga,FULGA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
179971,NIȚĂ NICHITA                                      ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Colelia,COLELIA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
180019,TOCILEANU EUGEN                                   ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Sărățeni,SĂRĂȚENI,78,ALIANȚA PENTRU IALOMIȚA,AP IL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
179828,CRISTEA NICU                                      ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Roșiori,ROȘIORI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
180064,LIȚĂ VASILE                                       ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Bărbulești,BĂRBULEȘTI,78,ALIANȚA PENTRU IALOMIȚA,AP IL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
179150,ONȚANU NECULAI                                    ,B,JUDEȚUL MUNICIPIUL BUCUREȘTI,BUCUREȘTI,București Sectorul 2,BUCUREȘTI SECTORUL 2,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,3,4,5,6,7,8,9
43812,SOCEANU NECULAI                                   ,BR,JUDEȚUL BRĂILA,BRĂILA,Roșiori,ROȘIORI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,5
42968,MARCHIDANU COSTICĂ                                ,BR,JUDEȚUL BRĂILA,BRĂILA,Ciocile,CIOCILE,20,ALIANȚA PENTRU VIITORUL BRĂILEI,Al-Braila,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,5
43019,POPA RADU                                         ,BR,JUDEȚUL BRĂILA,BRĂILA,Cireșu,CIREȘU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,5
49046,SNAE FLORIN                                       ,BZ,JUDEȚUL BUZĂU,BUZĂU,Rușețu,RUȘEȚU,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,2,5
104582,DOBRE MIHAI                                       ,IF,JUDEȚUL ILFOV,ILFOV,Petrăchioaia,PETRĂCHIOAIA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1
93600,ION MIHAI                                         ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Gheorghe Doja,GHEORGHE DOJA,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,2,3
93628,PAVEL MARIAN                                      ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Gheorghe Lazăr,GHEORGHE LAZĂR,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
93735,STROE VASILE                                      ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Grivița,GRIVIȚA,78,ALIANȚA PENTRU IALOMIȚA,AP IL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
92836,MORARU I. VICTOR                                  ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Oraș Amara,AMARA,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,2,3
92658,STOICA ALEXANDRU                                  ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Municipiul Slobozia,SLOBOZIA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
93156,GHEORGHE STELICĂ                                  ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Ciulnița,CIULNIȚA,78,ALIANȚA PENTRU IALOMIȚA,AP IL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
93539,ION RADU-AUREL                                    ,CL,JUDEȚUL CĂLĂRAȘI,CĂLĂRAȘI,Dragoș Vodă,DRAGOȘ VODĂ,21,ALIANȚA POPULAR-CREȘTINĂ,AP-C,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,2
94045,CHIȚOIU NELU                                      ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Miloșești,MILOȘEȘTI,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,2,3
94161,CRISTEA ELENA                                     ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Perieți,PERIEȚI,78,ALIANȚA PENTRU IALOMIȚA,AP IL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
130785,SAVU  ION                                         ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Bucov,BUCOV,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,7
179702,NĂSTASE FĂNEL                                     ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Traian,TRAIAN,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,3
105419,RABABOC ANGHEL                                    ,IF,JUDEȚUL ILFOV,ILFOV,Ștefăneștii De Jos,ȘTEFĂNEȘTII DE JOS,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,1,1
135896,PELIN  MIHAI-FLORIN                               ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Tomșani,TOMȘANI,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,3,7
179285,OPREA EMILIAN                                     ,IF,JUDEȚUL ILFOV,ILFOV,Oraș Chitila,CHITILA,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,2,3
179310,CONDU VALENTIN LAURENȚIU                          ,IF,JUDEȚUL ILFOV,ILFOV,Dobroești,DOBROEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,1
47578,PETRE DORINEL                                     ,BZ,JUDEȚUL BUZĂU,BUZĂU,Mihăilești,MIHĂILEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,5
104270,PETRE PETRE                                       ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Movilița,MOVILIȚA,78,ALIANȚA PENTRU IALOMIȚA,AP IL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
92783,JUGĂNARU EMIL                                     ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Albești,ALBEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,3
93067,STELIAN TRAIAN                                    ,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,Oraș Căzănești,CĂZĂNEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,3
135146,STAN  NISTOR                                      ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Sălciile,SĂLCIILE,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,8
175224,HÂRȘU COSTICĂ                                     ,VN,JUDEȚUL VRANCEA,VRANCEA,Bârsești,BÂRSEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
45334,ISPAS GHEORGHE                                    ,BZ,JUDEȚUL BUZĂU,BUZĂU,Blăjani,BLĂJANI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,2
44989,TULIN AUREL                                       ,BZ,JUDEȚUL BUZĂU,BUZĂU,Bălăceanu,BĂLĂCEANU,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,4
42753,VOINEA IONEL                                      ,BR,JUDEȚUL BRĂILA,BRĂILA,Oraș Făurei,FĂUREI,56,PARTIDUL CONSERVATOR,PC,56,PARTIDUL CONSERVATOR,PC,1,4
49233,DINU NICOLAE                                      ,BZ,JUDEȚUL BUZĂU,BUZĂU,Sărulești,SĂRULEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,2
46019,ȘERCĂIANU VALERICĂ                                ,BZ,JUDEȚUL BUZĂU,BUZĂU,Cernătești,CERNĂTEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,2
131817,CONSTANTIN FLORIN                                 ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Oraș Vălenii De Munte,VĂLENII DE MUNTE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
134336,ANDREESCU  GRIGORE                                ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Păcureți,PĂCUREȚI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
136278,NECULA  GHEORGHE                                  ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Bătrâni,BĂTRÂNI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
65099,AVRAM GHEORGHE                                    ,CV,JUDEȚUL COVASNA,COVASNA,Valea Mare,VALEA MARE,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
177879,VULPE ROMEO                                       ,VN,JUDEȚUL VRANCEA,VRANCEA,Tănăsoaia,TĂNĂSOAIA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,6
135725,STANCIU GHEORGHE                                  ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Teișani,TEIȘANI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
133615,CĂLIN  ION                                        ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Gornet-Cricov,GORNET-CRICOV,47,PARTIDUL ECOLOGIST ROMÂN,PER,47,PARTIDUL ECOLOGIST ROMÂN,PER,3,7
133964,NICA  ROBERT VIOREL                               ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Lipănești,LIPĂNEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
135128,BOȘTINĂ  DAN                                      ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Salcia,SALCIA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
42183,CHIRILAȘ TIBERIU-NICOLAE                          ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Vama Buzăului,VAMA BUZĂULUI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,2
45753,CURELEA NEDELCU NICOLAE                           ,BZ,JUDEȚUL BUZĂU,BUZĂU,Calvini,CALVINI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,1
45959,RADU GHEORGHE                                     ,BZ,JUDEȚUL BUZĂU,BUZĂU,Cătina,CĂTINA,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,2,1
46180,FĂTU ANDREI SERGIU                                ,BZ,JUDEȚUL BUZĂU,BUZĂU,Chiojdu,CHIOJDU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,1
47916,LUNGU P. FLORENTIN                                ,BZ,JUDEȚUL BUZĂU,BUZĂU,Oraș Nehoiu,NEHOIU,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,1
49484,DUMITRESCU CORNELIU                               ,BZ,JUDEȚUL BUZĂU,BUZĂU,Siriu,SIRIU,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,2
63580,BĂNCILĂ LECA                                      ,CV,JUDEȚUL COVASNA,COVASNA,Oraș Întorsura Buzăului,ÎNTORSURA BUZĂULUI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
63740,BOKOR TIBERIU                                     ,CV,JUDEȚUL COVASNA,COVASNA,Municipiul Târgu Secuiesc,TÂRGU SECUIESC,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,3
63526,LŐRINCZ ZSIGMOND                                  ,CV,JUDEȚUL COVASNA,COVASNA,Oraș Covasna,COVASNA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,4
63553,KOCSIS BÉLA                                       ,CV,JUDEȚUL COVASNA,COVASNA,Comandău,COMANDĂU,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,4
63633,MARIN GHEORGHE                                    ,CV,JUDEȚUL COVASNA,COVASNA,Barcani,BARCANI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
64005,KERESTELY CSABA                                   ,CV,JUDEȚUL COVASNA,COVASNA,Brateș,BRATEȘ,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,4
63688,STOICA NICOLAE                                    ,CV,JUDEȚUL COVASNA,COVASNA,Sita Buzăului,SITA BUZĂULUI,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,2,4
